TestType,Nodes,Partitions,Replicas,MementoTime_ms,RendezvousTime_ms,ThreadSafeNoPreWarm_ms,ThreadSafeWithPreWarm_ms,BestTime_ms,Timestamp
HotSpotOptimized,100,10000,3,20,50,13,13,13,2025-10-01 14:06:45
